1872/08/03	NA	36	67	76	17	68
1872/08/10	NA	19	61	80	77	67
1872/08/17	NA	01	33	53	76	19
1872/08/24	NA	11	87	39	79	56
1872/08/31	NA	35	01	29	59	55
1872/09/07	NA	36	77	90	41	69
1872/09/14	NA	53	85	27	60	25
1872/09/21	NA	70	69	28	68	82
1872/09/28	NA	10	36	13	61	72
1872/10/05	NA	62	27	18	73	60
1872/10/12	NA	23	07	46	44	62
1872/10/19	NA	07	30	49	62	10
1872/10/26	NA	75	85	09	20	65
1872/11/02	NA	57	77	06	29	33
1872/11/09	NA	05	71	25	56	50
1872/11/16	NA	33	26	53	37	31
1872/11/23	NA	62	39	83	25	55
1872/11/30	NA	88	27	01	66	32
1872/12/07	NA	78	35	38	14	23
1872/12/14	NA	03	78	24	76	04
1872/12/21	NA	20	90	64	35	70
1872/12/28	NA	23	21	05	47	27
1873/01/04	NA	86	80	72	35	77
1873/01/11	NA	50	70	30	03	36
1873/01/18	NA	42	53	75	23	80
1873/01/25	NA	78	83	59	02	64
1873/02/01	NA	58	29	24	40	63
1873/02/08	NA	49	26	08	73	29
1873/02/15	NA	74	36	01	62	85
1873/02/22	NA	81	86	16	33	62
1873/03/01	NA	72	88	46	86	07
1873/03/08	NA	23	55	73	15	75
1873/03/15	NA	06	05	07	14	37
1873/03/22	NA	61	18	83	14	30
1873/03/29	NA	35	52	19	79	63
1873/04/05	NA	09	19	15	31	35
1873/04/12	NA	17	42	16	64	75
1873/04/19	NA	61	67	73	45	19
1873/04/26	NA	33	05	60	43	23
1873/05/03	NA	29	31	03	59	27
1873/05/10	NA	04	20	31	03	67
1873/05/17	NA	03	60	20	36	63
1873/05/24	NA	75	23	67	28	13
1873/05/31	NA	27	53	40	28	30
1873/06/07	NA	77	74	34	49	28
1873/06/14	NA	10	56	69	89	13
1873/06/21	NA	65	13	34	35	17
1873/06/28	NA	81	19	57	29	09
1873/07/05	NA	45	56	30	03	90
1873/07/12	NA	32	01	38	64	43
1873/07/19	NA	66	30	54	33	05
1873/07/26	NA	14	23	26	63	38
1873/08/02	NA	75	46	81	54	58
1873/08/09	NA	36	18	39	01	14
1873/08/16	NA	38	71	32	56	01
1873/08/23	NA	74	43	80	29	46
1873/08/30	NA	41	16	75	01	06
1873/09/06	NA	09	11	62	82	08
1873/09/13	NA	47	51	10	77	26
1873/09/20	NA	01	68	51	79	62
1873/09/27	NA	29	45	52	86	88
1873/10/04	NA	07	12	53	66	90
1873/10/11	NA	35	21	50	07	45
1873/10/18	NA	75	08	23	25	48
1873/10/25	NA	46	72	21	49	19
1873/11/01	NA	09	23	01	19	42
1873/11/08	NA	59	82	12	84	15
1873/11/15	NA	37	61	39	44	56
1873/11/22	NA	25	31	60	06	03
1873/11/29	NA	31	82	23	18	36
1873/12/06	NA	61	30	77	18	85
1873/12/13	NA	06	61	90	54	69
1873/12/20	NA	06	70	39	52	87
1873/12/27	NA	09	62	42	28	08
1874/01/03	NA	76	17	30	06	08
1874/01/10	NA	06	55	85	01	27
1874/01/17	NA	23	12	54	03	14
1874/01/24	NA	78	74	38	17	15
1874/01/31	NA	11	22	49	17	80
1874/02/07	NA	63	05	18	21	11
1874/02/14	NA	43	83	20	55	29
1874/02/21	NA	56	69	01	05	63
1874/02/28	NA	76	70	41	33	44
1874/03/07	NA	90	49	83	46	41
1874/03/14	NA	62	64	13	19	45
1874/03/21	NA	03	23	85	04	83
1874/03/28	NA	53	46	30	64	17
1874/04/04	NA	70	61	08	85	86
1874/04/11	NA	36	20	90	16	02
1874/04/18	NA	46	77	60	33	75
1874/04/25	NA	18	35	61	41	66
1874/05/02	NA	05	81	22	02	69
1874/05/09	NA	03	55	85	27	70
1874/05/16	NA	48	79	86	46	73
1874/05/23	NA	66	23	72	29	01
1874/05/30	NA	09	69	53	77	44
1874/06/06	NA	08	80	67	40	09
1874/06/13	NA	35	60	40	30	50
1874/06/20	NA	79	36	55	46	42
1874/06/27	NA	77	12	79	09	55
1874/07/04	NA	66	31	42	12	88
1874/07/11	NA	51	80	76	54	46
1874/07/18	NA	21	75	90	26	34
1874/07/25	NA	08	59	41	19	67
1874/08/01	NA	58	21	90	52	19
1874/08/08	NA	64	69	36	86	78
1874/08/15	NA	65	04	37	76	83
1874/08/22	NA	13	63	14	81	45
1874/08/29	NA	24	76	32	85	59
1874/09/05	NA	19	63	21	69	78
1874/09/12	NA	90	54	32	02	50
1874/09/19	NA	21	76	45	30	55
1874/09/26	NA	11	71	33	47	02
1874/10/03	NA	09	22	35	41	84
1874/10/10	NA	06	81	09	33	25
1874/10/17	NA	39	47	33	53	41
1874/10/24	NA	49	80	84	89	75
1874/10/31	NA	59	03	43	22	73
1874/11/07	NA	13	22	79	39	10
1874/11/14	NA	74	60	07	58	62
1874/11/21	NA	37	42	85	20	06
1874/11/28	NA	61	23	10	63	71
1874/12/05	NA	10	86	82	47	52
1874/12/12	NA	35	41	17	36	32
1874/12/19	NA	77	22	13	83	82
1874/12/26	NA	18	60	20	31	27
1875/01/02	NA	08	09	29	76	43
1875/01/09	NA	70	45	33	79	49
1875/01/16	NA	63	17	55	56	08
1875/01/23	NA	85	56	63	53	01
1875/01/30	NA	50	29	57	39	28
1875/02/06	NA	43	46	47	10	07
1875/02/13	NA	01	40	52	65	03
1875/02/20	NA	80	20	72	76	43
1875/02/27	NA	22	80	14	46	23
1875/03/06	NA	01	46	47	67	52
1875/03/13	NA	19	16	86	46	03
1875/03/20	NA	09	82	05	62	73
1875/03/27	NA	37	03	04	81	49
1875/04/03	NA	71	53	83	44	23
1875/04/10	NA	21	44	18	20	58
1875/04/17	NA	81	51	56	76	33
1875/04/24	NA	51	16	61	81	59
1875/05/01	NA	90	72	24	62	15
1875/05/08	NA	61	87	10	69	12
1875/05/15	NA	45	01	17	32	36
1875/05/22	NA	41	78	51	30	83
1875/05/29	NA	08	19	46	80	17
1875/06/05	NA	60	55	80	78	54
1875/06/12	NA	04	32	71	10	61
1875/06/19	NA	28	58	84	74	29
1875/06/26	NA	41	81	26	84	15
1875/07/03	NA	17	05	44	61	16
1875/07/10	NA	80	86	55	90	47
1875/07/17	NA	44	21	26	73	80
1875/07/24	NA	81	35	44	54	42
1875/07/31	NA	31	52	01	17	46
1875/08/07	NA	01	61	88	67	54
1875/08/14	NA	17	45	12	15	09
1875/08/21	NA	02	49	18	25	01
1875/08/28	NA	43	64	68	07	86
1875/09/04	NA	69	88	63	15	32
1875/09/11	NA	06	33	17	54	53
1875/09/18	NA	82	58	06	86	22
1875/09/25	NA	61	30	89	39	83
1875/10/02	NA	02	22	69	72	04
1875/10/09	NA	82	29	56	62	80
1875/10/16	NA	41	01	57	88	40
1875/10/23	NA	24	58	59	72	13
1875/10/30	NA	12	15	25	31	03
1875/11/06	NA	84	78	37	26	28
1875/11/13	NA	52	21	71	54	45
1875/11/20	NA	73	12	20	14	61
1875/11/27	NA	02	28	10	08	66
1875/12/04	NA	89	21	25	77	61
1875/12/11	NA	28	80	26	56	08
1875/12/18	NA	37	66	85	08	26
1875/12/25	NA	07	36	76	87	11
1876/01/01	NA	52	77	36	27	21
1876/01/08	NA	14	87	58	76	21
1876/01/15	NA	68	09	17	63	10
1876/01/22	NA	26	77	72	38	17
1876/01/29	NA	88	57	48	36	76
1876/02/05	NA	18	69	48	66	47
1876/02/12	NA	61	57	03	05	43
1876/02/19	NA	31	74	53	28	82
1876/02/26	NA	37	83	49	55	39
1876/03/04	NA	67	05	88	85	25
1876/03/11	NA	04	72	57	86	08
1876/03/18	NA	34	36	51	76	17
1876/03/25	NA	34	68	43	21	56
1876/04/01	NA	26	76	65	37	85
1876/04/08	NA	31	09	25	45	49
1876/04/15	NA	59	23	40	54	46
1876/04/22	NA	51	25	29	21	41
1876/04/29	NA	66	21	09	41	07
1876/05/06	NA	26	75	40	43	76
1876/05/13	NA	54	19	03	85	34
1876/05/20	NA	74	62	80	56	45
1876/05/27	NA	50	77	56	88	10
1876/06/03	NA	48	60	02	46	72
1876/06/10	NA	47	11	85	17	61
1876/06/17	NA	81	73	63	26	52
1876/06/24	NA	20	72	05	12	16
1876/07/01	NA	88	04	31	56	47
1876/07/08	NA	79	53	13	03	76
1876/07/15	NA	45	32	55	87	68
1876/07/22	NA	56	75	33	76	55
1876/07/29	NA	41	79	53	13	65
1876/08/05	NA	80	75	74	39	11
1876/08/12	NA	54	56	32	75	27
1876/08/19	NA	12	82	03	83	64
1876/08/26	NA	88	08	90	72	76
1876/09/02	NA	32	80	30	68	05
1876/09/09	NA	21	35	46	07	57
1876/09/16	NA	28	10	67	47	21
1876/09/23	NA	63	22	30	13	34
1876/09/30	NA	16	72	02	73	65
1876/10/07	NA	27	30	73	15	57
1876/10/14	NA	39	67	70	26	89
1876/10/21	NA	37	73	54	03	71
1876/10/28	NA	83	24	73	64	85
1876/11/04	NA	52	85	65	13	86
1876/11/11	NA	07	21	89	45	84
1876/11/18	NA	37	19	54	39	86
1876/11/25	NA	88	23	57	28	24
1876/12/02	NA	82	41	24	48	73
1876/12/09	NA	72	53	82	47	43
1876/12/16	NA	10	01	24	17	14
1876/12/23	NA	46	82	45	19	03
1876/12/30	NA	03	42	54	02	73
1877/01/06	NA	33	61	86	23	15
1877/01/13	NA	34	62	48	18	07
1877/01/20	NA	72	24	81	43	15
1877/01/27	NA	41	03	46	87	40
1877/02/03	NA	43	66	18	83	40
1877/02/10	NA	64	07	34	32	22
1877/02/17	NA	16	56	71	49	55
1877/02/24	NA	10	07	58	76	48
1877/03/03	NA	82	57	67	16	42
1877/03/10	NA	75	17	71	18	01
1877/03/17	NA	19	51	80	52	66
1877/03/24	NA	19	75	57	88	72
1877/03/31	NA	30	06	33	44	20
1877/04/07	NA	81	70	60	21	87
1877/04/14	NA	85	52	59	71	77
1877/04/21	NA	29	51	77	43	45
1877/04/28	NA	81	76	67	30	26
1877/05/05	NA	90	22	50	03	27
1877/05/12	NA	80	33	45	23	35
1877/05/19	NA	84	07	61	46	13
1877/05/26	NA	87	61	89	47	33
1877/06/02	NA	83	58	24	49	52
1877/06/09	NA	86	62	90	84	50
1877/06/16	NA	67	15	42	10	88
1877/06/23	NA	73	57	48	88	69
1877/06/30	NA	21	84	45	49	89
1877/07/07	NA	07	47	21	66	63
1877/07/14	NA	68	86	47	39	35
1877/07/21	NA	59	46	03	87	45
1877/07/28	NA	69	42	21	90	68
1877/08/04	NA	58	72	25	83	39
1877/08/11	NA	29	25	36	13	53
1877/08/18	NA	05	29	15	62	07
1877/08/25	NA	44	63	73	24	27
1877/09/01	NA	54	89	50	30	67
1877/09/08	NA	73	63	75	26	20
1877/09/15	NA	46	64	38	56	07
1877/09/22	NA	61	07	51	24	04
1877/09/29	NA	74	08	45	35	66
1877/10/06	NA	39	08	55	30	87
1877/10/13	NA	50	64	04	19	89
1877/10/20	NA	05	52	27	28	70
1877/10/27	NA	18	12	14	13	85
1877/11/03	NA	03	86	58	55	81
1877/11/10	NA	63	23	15	22	84
1877/11/17	NA	04	52	78	80	76
1877/11/24	NA	26	81	35	02	71
1877/12/01	NA	37	02	11	14	42
1877/12/08	NA	02	46	23	45	49
1877/12/15	NA	87	53	83	56	10
1877/12/22	NA	87	07	62	51	76
1877/12/29	NA	22	51	49	81	23
1878/01/05	NA	41	11	14	83	02
1878/01/12	NA	75	45	89	26	63
1878/01/19	NA	20	90	54	36	06
1878/01/26	NA	59	22	21	80	56
1878/02/02	NA	41	63	16	85	54
1878/02/09	NA	17	09	34	21	36
1878/02/16	NA	53	60	32	52	77
1878/02/23	NA	66	06	18	85	43
1878/03/02	NA	48	05	09	45	02
1878/03/09	NA	90	89	23	73	42
1878/03/16	NA	12	25	18	73	89
1878/03/23	NA	62	23	37	84	82
1878/03/30	NA	86	51	54	31	40
1878/04/06	NA	75	89	23	08	56
1878/04/13	NA	52	66	51	65	54
1878/04/20	NA	73	87	58	43	71
1878/04/27	NA	04	20	12	07	77
1878/05/04	NA	89	81	55	69	40
1878/05/11	NA	66	74	18	73	07
1878/05/18	NA	04	18	74	12	17
1878/05/25	NA	05	82	87	43	76
1878/06/01	NA	02	37	15	53	50
1878/06/08	NA	43	80	02	25	88
1878/06/15	NA	30	40	78	65	25
1878/06/22	NA	50	12	05	49	21
1878/06/29	NA	67	31	84	61	05
1878/07/06	NA	32	04	89	25	29
1878/07/13	NA	73	74	64	48	04
1878/07/20	NA	43	19	82	54	44
1878/07/27	NA	49	77	53	43	69
1878/08/03	NA	78	10	17	02	76
1878/08/10	NA	77	80	82	60	38
1878/08/17	NA	87	49	12	44	08
1878/08/24	NA	58	30	42	23	44
1878/08/31	NA	61	11	89	07	50
1878/09/07	NA	14	72	54	21	48
1878/09/14	NA	29	38	88	56	11
1878/09/21	NA	39	90	60	33	48
1878/09/28	NA	78	51	62	45	57
1878/10/05	NA	22	62	25	42	15
1878/10/12	NA	89	76	82	33	28
1878/10/19	NA	85	26	84	81	75
1878/10/26	NA	53	80	57	49	38
1878/11/02	NA	20	22	57	27	29
1878/11/09	NA	71	25	08	48	53
1878/11/16	NA	43	12	58	41	20
1878/11/23	NA	64	40	10	86	76
1878/11/30	NA	25	73	54	20	07
1878/12/07	NA	69	43	22	04	28
1878/12/14	NA	78	06	09	03	52
1878/12/21	NA	89	57	12	82	14
1878/12/28	NA	74	28	02	31	89
1879/01/04	NA	77	69	15	57	63
1879/01/11	NA	82	30	28	37	57
1879/01/18	NA	86	37	77	67	60
1879/01/25	NA	52	25	57	41	46
1879/02/01	NA	09	18	70	88	20
1879/02/08	NA	26	75	67	21	58
1879/02/15	NA	50	23	83	25	38
1879/02/22	NA	15	52	43	42	18
1879/03/01	NA	40	35	07	61	19
1879/03/08	NA	37	35	02	70	30
1879/03/15	NA	24	65	35	59	82
1879/03/22	NA	84	73	89	50	19
1879/03/29	NA	67	68	84	06	29
1879/04/05	NA	13	64	40	66	50
1879/04/12	NA	45	14	05	80	78
1879/04/19	NA	58	19	80	02	50
1879/04/26	NA	60	24	85	03	70
1879/05/03	NA	81	23	53	42	19
1879/05/10	NA	28	71	06	88	53
1879/05/17	NA	69	42	50	57	37
1879/05/24	NA	10	61	73	16	23
1879/05/31	NA	22	20	73	36	54
1879/06/07	NA	17	09	84	86	88
1879/06/14	NA	17	06	65	51	05
1879/06/21	NA	42	16	66	06	81
1879/06/28	NA	02	81	87	39	63
1879/07/05	NA	51	32	61	49	87
1879/07/12	NA	22	80	08	38	05
1879/07/19	NA	61	44	28	85	04
1879/07/26	NA	85	23	26	34	63
1879/08/02	NA	25	12	27	07	59
1879/08/09	NA	53	58	70	50	34
1879/08/16	NA	18	20	15	74	90
1879/08/23	NA	08	38	52	81	07
1879/08/30	NA	18	57	55	08	54
1879/09/06	NA	82	73	85	48	39
1879/09/13	NA	49	30	67	74	64
1879/09/20	NA	29	12	71	51	04
1879/09/27	NA	69	13	28	47	52
1879/10/04	NA	89	20	90	03	30
1879/10/11	NA	05	49	69	51	48
1879/10/18	NA	33	12	11	20	63
1879/10/25	NA	48	76	64	24	86
1879/11/01	NA	90	28	38	18	89
1879/11/08	NA	06	20	10	07	43
1879/11/15	NA	76	47	16	13	05
1879/11/22	NA	54	45	68	39	10
1879/11/29	NA	90	63	29	85	05
1879/12/06	NA	12	40	19	05	34
1879/12/13	NA	41	57	47	38	06
1879/12/20	NA	20	42	82	63	83
1879/12/27	NA	03	11	21	46	69
1880/01/03	NA	05	59	84	06	39
1880/01/10	NA	03	39	14	59	79
1880/01/17	NA	22	50	79	46	69
1880/01/24	NA	18	81	07	61	33
1880/01/31	NA	11	26	86	81	16
1880/02/07	NA	33	42	45	18	40
1880/02/14	NA	65	55	01	27	64
1880/02/21	NA	59	71	26	44	40
1880/02/28	NA	72	20	85	80	81
1880/03/06	NA	34	46	17	66	14
1880/03/13	NA	87	37	13	65	69
1880/03/20	NA	51	84	85	90	46
1880/03/27	NA	55	22	79	11	83
1880/04/03	NA	55	16	81	68	78
1880/04/10	NA	10	74	39	59	02
1880/04/17	NA	86	68	07	16	05
1880/04/24	NA	63	59	62	32	76
1880/05/01	NA	33	63	39	79	37
1880/05/08	NA	15	32	53	29	13
1880/05/15	NA	31	17	09	10	43
1880/05/22	NA	20	56	44	81	90
1880/05/29	NA	79	16	69	15	33
1880/06/05	NA	76	03	77	35	90
1880/06/12	NA	62	01	85	30	59
1880/06/19	NA	67	72	18	56	25
1880/06/26	NA	49	81	20	52	44
1880/07/03	NA	73	14	06	79	10
1880/07/10	NA	82	28	64	61	10
1880/07/17	NA	74	61	04	03	33
1880/07/24	NA	16	71	75	08	73
1880/07/31	NA	46	52	57	77	28
1880/08/07	NA	57	42	54	22	56
1880/08/14	NA	14	02	13	45	89
1880/08/21	NA	53	84	13	02	12
1880/08/28	NA	40	41	10	69	46
1880/09/04	NA	38	05	28	29	51
1880/09/11	NA	03	85	59	88	58
1880/09/18	NA	48	71	33	69	87
1880/09/25	NA	06	03	05	58	07
1880/10/02	NA	44	85	74	65	82
1880/10/09	NA	56	54	01	24	80
1880/10/16	NA	38	46	15	48	79
1880/10/23	NA	34	02	52	73	37
1880/10/30	NA	35	36	16	22	14
1880/11/06	NA	87	36	60	13	31
1880/11/13	NA	73	22	45	20	87
1880/11/20	NA	17	75	50	13	45
1880/11/27	NA	52	33	14	77	43
1880/12/04	NA	73	13	32	37	40
1880/12/11	NA	08	02	24	25	18
1880/12/18	NA	05	61	14	70	12
1880/12/25	NA	37	25	71	52	34
1881/01/01	NA	73	43	84	27	37
1881/01/08	NA	72	25	22	23	30
1881/01/15	NA	38	55	59	72	69
1881/01/22	NA	25	11	74	67	22
1881/01/29	NA	37	18	35	57	65
1881/02/05	NA	59	26	13	74	89
1881/02/12	NA	62	53	31	71	38
1881/02/19	NA	65	08	21	23	09
1881/02/26	NA	28	56	21	08	31
1881/03/05	NA	16	42	03	18	57
1881/03/12	NA	65	20	60	27	75
1881/03/19	NA	77	84	47	20	88
1881/03/26	NA	51	02	56	61	79
1881/04/02	NA	17	14	59	41	63
1881/04/09	NA	58	31	35	16	76
1881/04/16	NA	25	89	39	42	44
1881/04/23	NA	73	03	48	65	19
1881/04/30	NA	65	31	28	14	30
1881/05/07	NA	53	83	27	42	43
1881/05/14	NA	30	45	81	39	49
1881/05/21	NA	04	29	01	63	03
1881/05/28	NA	78	77	81	80	50
1881/06/04	NA	67	90	76	08	25
1881/06/11	NA	43	33	35	40	54
1881/06/18	NA	05	81	36	21	10
1881/06/25	NA	61	01	35	78	32
1881/07/02	NA	64	34	55	21	85
1881/07/09	NA	25	71	89	34	52
1881/07/16	NA	21	51	53	87	85
1881/07/23	NA	33	51	28	06	59
1881/07/30	NA	70	60	35	22	46
1881/08/06	NA	66	24	40	62	05
1881/08/13	NA	38	31	37	79	80
1881/08/20	NA	80	30	61	74	21
1881/08/27	NA	60	26	48	55	41
1881/09/03	NA	68	40	11	90	43
1881/09/10	NA	75	71	56	58	80
1881/09/17	NA	67	74	02	11	53
1881/09/24	NA	30	16	73	18	27
1881/10/01	NA	81	20	04	65	23
1881/10/08	NA	25	64	03	80	58
1881/10/15	NA	54	60	16	35	70
1881/10/22	NA	21	11	19	26	45
1881/10/29	NA	52	70	06	79	50
1881/11/05	NA	44	39	24	33	16
1881/11/12	NA	04	46	70	41	10
1881/11/19	NA	30	48	51	89	85
1881/11/26	NA	49	85	42	19	50
1881/12/03	NA	30	05	64	63	23
1881/12/10	NA	04	46	75	82	31
1881/12/17	NA	17	45	66	44	61
1881/12/24	NA	23	12	18	29	25
1881/12/31	NA	63	74	07	83	41
1882/01/07	NA	32	12	85	86	41
1882/01/14	NA	25	62	85	09	87
1882/01/21	NA	05	67	79	57	20
1882/01/28	NA	60	36	75	11	55
1882/02/04	NA	66	67	69	48	64
1882/02/11	NA	31	40	89	83	19
1882/02/18	NA	78	01	51	65	72
1882/02/25	NA	54	24	30	80	64
1882/03/04	NA	86	75	38	45	30
1882/03/11	NA	49	26	60	23	82
1882/03/18	NA	22	07	72	79	57
1882/03/25	NA	75	29	79	69	16
1882/04/01	NA	81	21	89	44	33
1882/04/08	NA	37	36	29	78	41
1882/04/15	NA	56	55	69	83	38
1882/04/22	NA	03	44	07	42	50
1882/04/29	NA	16	15	13	89	82
1882/05/06	NA	65	17	77	58	79
1882/05/13	NA	69	88	09	04	19
1882/05/20	NA	08	73	77	32	69
1882/05/27	NA	57	45	79	59	65
1882/06/03	NA	11	35	66	38	52
1882/06/10	NA	48	12	75	57	64
1882/06/17	NA	15	48	51	90	46
1882/06/24	NA	45	60	90	20	40
1882/07/01	NA	86	72	28	49	61
1882/07/08	NA	65	31	30	76	89
1882/07/15	NA	09	84	63	07	87
1882/07/22	NA	54	83	43	13	60
1882/07/29	NA	80	44	09	43	41
1882/08/05	NA	28	27	19	73	12
1882/08/12	NA	55	42	15	86	37
1882/08/19	NA	01	77	02	12	41
1882/08/26	NA	10	39	34	44	50
1882/09/02	NA	58	46	64	33	38
1882/09/09	NA	86	43	64	46	47
1882/09/16	NA	56	80	45	63	55
1882/09/23	NA	15	54	70	33	73
1882/09/30	NA	35	40	25	66	55
1882/10/07	NA	79	89	29	77	13
1882/10/14	NA	54	65	89	12	78
1882/10/21	NA	63	76	66	26	49
1882/10/28	NA	65	79	71	12	58
1882/11/04	NA	38	49	71	84	17
1882/11/11	NA	12	20	90	05	78
1882/11/18	NA	30	17	09	82	61
1882/11/25	NA	06	10	29	03	63
1882/12/02	NA	24	46	29	35	32
1882/12/09	NA	43	34	01	88	25
1882/12/16	NA	81	46	11	55	02
1882/12/23	NA	22	37	73	11	77
1882/12/30	NA	40	15	67	19	89
1883/01/06	NA	04	12	82	16	57
1883/01/13	NA	05	47	61	02	89
1883/01/20	NA	31	37	41	73	54
1883/01/27	NA	78	15	36	57	75
1883/02/03	NA	86	13	69	80	11
1883/02/10	NA	56	55	78	64	39
1883/02/17	NA	37	08	87	12	60
1883/02/24	NA	10	05	74	86	17
1883/03/03	NA	70	44	71	38	72
1883/03/10	NA	67	18	20	59	60
1883/03/17	NA	79	58	87	40	01
1883/03/24	NA	78	58	69	43	14
1883/03/31	NA	83	88	75	11	62
1883/04/07	NA	61	37	45	67	66
1883/04/14	NA	26	50	39	05	59
1883/04/21	NA	62	48	42	61	77
1883/04/28	NA	65	81	42	31	74
1883/05/05	NA	79	78	76	15	77
1883/05/12	NA	78	42	59	49	26
1883/05/19	NA	07	64	57	85	23
1883/05/26	NA	36	48	37	39	65
1883/06/02	NA	42	50	18	74	44
1883/06/09	NA	32	43	18	71	61
1883/06/16	NA	78	19	82	01	29
1883/06/23	NA	09	14	56	44	80
1883/06/30	NA	06	04	43	28	41
1883/07/07	NA	29	30	50	74	40
1883/07/14	NA	06	16	62	22	80
1883/07/21	NA	49	33	27	39	51
1883/07/28	NA	70	72	57	50	20
1883/08/04	NA	53	42	47	48	33
1883/08/11	NA	82	54	35	63	02
1883/08/18	NA	57	73	72	50	74
1883/08/25	NA	61	13	14	56	63
1883/09/01	NA	36	46	27	30	37
1883/09/08	NA	19	05	69	55	74
1883/09/15	NA	43	54	24	13	06
1883/09/22	NA	08	28	21	84	70
1883/09/29	NA	72	58	02	37	59
1883/10/06	NA	84	57	54	05	80
1883/10/13	NA	16	82	19	32	56
1883/10/20	NA	30	37	81	42	04
1883/10/27	NA	60	88	81	68	43
1883/11/03	NA	28	08	40	18	77
1883/11/10	NA	52	59	89	07	34
1883/11/17	NA	08	05	76	57	21
1883/11/24	NA	23	84	54	10	46
1883/12/01	NA	76	57	65	70	73
1883/12/08	NA	64	72	75	33	23
1883/12/15	NA	40	81	69	20	13
1883/12/22	NA	23	29	15	51	64
1883/12/29	NA	89	38	75	03	59
1884/01/05	NA	47	69	06	65	48
1884/01/12	NA	15	08	14	50	83
1884/01/19	NA	66	11	09	17	58
1884/01/26	NA	57	11	27	80	90
1884/02/02	NA	18	07	83	16	62
1884/02/09	NA	03	52	66	71	33
1884/02/16	NA	56	64	10	38	24
1884/02/23	NA	13	62	35	03	30
1884/03/01	NA	22	37	35	61	88
1884/03/08	NA	05	50	86	38	20
1884/03/15	NA	10	50	26	37	24
1884/03/22	NA	89	11	78	83	06
1884/03/29	NA	27	69	16	19	80
1884/04/05	NA	68	45	88	74	51
1884/04/12	NA	45	54	36	01	27
1884/04/19	NA	80	33	71	72	04
1884/04/26	NA	53	79	64	12	56
1884/05/03	NA	07	75	08	85	73
1884/05/10	NA	06	84	37	80	19
1884/05/17	NA	72	09	63	65	84
1884/05/24	NA	15	66	84	05	86
1884/05/31	NA	09	10	71	65	08
